normal,student,exponential,target
8.18487930397842,0.4501457921944399,7.858630470346442,0
1.4418648563549754,-0.3556057785180818,1.686739633945005,1
8.436917498022204,-1.903783973990739,4.002763270206882,0
8.790426993031696,-0.10512942238636673,6.504292106907957,1
-8.661416864308007,-1.9003718016906064,9.1484371291722,1
14.500416234936091,0.9959367589134216,0.795580095395812,1
-1.333589840724457,-1.0313442192623197,2.2772764675917854,0
-8.790020368524925,-0.17492774531330835,2.7396483125803597,0
17.15068490656244,-0.3908387249516491,5.303043132056628,0
-5.216785099238531,-0.10726645796918796,3.446849469676869,1
12.435770983711713,1.1659619469807756,10.082388271668233,1
7.891605099555695,-1.880351689331574,6.41116549072164,1
-3.877208716609237,1.2216376456170526,3.8513118305976777,1
3.0765022751545,0.14417134560570435,2.835679136918153,0
15.651939809624677,0.5678552349274916,5.075954292617947,1
-12.728220625574295,0.5150622967692368,2.563563795566654,1
15.197511937752685,-0.026644996600904216,5.010434489611289,1
-0.5625331802137508,-0.8786306176518579,0.9251211709470696,1
-6.242478038519844,0.9209501445776049,6.403064746178094,1
10.000861538207216,-0.4968823839854835,4.072897647318694,0
17.596179577445213,1.3676617924148444,6.3813096354669625,1
18.174692726736485,1.1449997849201443,2.27812220643637,1
10.324609837050359,0.8172956853856367,8.090566480266528,1
5.310179841850776,0.7697499475771269,11.738838285636842,1
5.928528149101585,-1.3680285002627954,0.5429459056393584,0
-6.630947940865528,-0.226470328327993,4.203716644633229,1
12.80513690671008,-3.4620369782491545,0.2686232506014363,1
-9.363726135645974,0.7267242407363573,5.373536043158427,1
7.414179858491917,-1.1455350692551018,13.878519902728556,0
-5.152952932070681,1.3014148158062198,2.7431346226208344,1
9.952506533384787,-0.14790414670574528,3.638261042163803,0
-13.27051292178844,0.7903439428355878,5.105046186452395,1
-5.250789742502202,-0.5362551197611415,2.029367437475952,0
0.6943177256958513,-0.7045987875584335,0.3779279465087588,0
-0.3860740264268885,-1.2586293989205413,2.705511314996873,0
3.3849980361661345,-0.2434161245570189,1.3382910239649541,0
17.43126150807995,-0.4280892541454048,14.567944154024135,0
10.905948305615642,-0.1819289633316419,1.6969296354835577,1
-2.318179269229353,0.17839057544213374,1.985053337037114,0
-17.294438641771702,-0.5761345937902356,1.6972270963616778,0
-26.02834562224677,4.286776778844025,6.511540194389104,1
9.460054594259146,-0.2266072292362215,9.204406311102687,1
9.94106516661126,-0.6466798114238805,2.6684373731733633,0
-6.546458550150307,-1.2475016100997485,2.087775080049392,1
-0.9983156966800428,0.12495124088503674,8.694016461131376,1
-10.877813411731463,1.7898600931410666,10.46139320947953,1
-2.5530717751082275,0.5280772727781935,2.0151979307058183,1
13.635161714319205,-0.18308507693745585,14.469577587202224,0
10.42959037987285,-2.69657657433345,20.959388379791157,0
-10.499438682495775,-0.600753432837557,6.211664677173571,1
1.1401086606000304,-1.039400423940127,3.2957993794668483,0
-1.3698209416177292,-0.3107773390163465,1.2031212860479228,1
5.1084925295081725,-2.2844497267057395,0.0245353277142246,1
3.0970356407944357,-0.26312871307966923,1.3088273774449646,0
15.683273891581864,1.647399129647069,6.333671514077568,0
-0.08700021927849866,1.0693371786461718,24.379501397892685,1
14.612718264608793,-0.0734608049574932,4.044684747573586,0
-2.1314246065755684,-0.3024586051567841,1.311529713716214,0
1.1928397796370025,0.9032342480768722,14.2259578412171,1
1.3366344838977398,0.775065020058111,0.1520347832270907,0
-1.7860062463937152,0.6278559859277075,2.139183384780686,1
-4.84065467873786,-0.464093145245829,0.04530854503744123,0
3.180320494958069,-0.5671065712678567,1.6967134860500088,1
-9.755427542619852,-2.0050086290764275,2.38367911420527,1
-8.291884546401333,1.6249784765627042,2.165729263444597,1
13.096410178543234,1.1239270936903607,10.166892367057432,1
8.126261927320721,2.031179721727585,1.0544746571865635,0
7.047116729498883,1.08479346841928,1.5683964280022993,0
-6.966370989673691,-2.0205892243825723,1.8609011124786388,0
-9.76166112438008,0.7844856323934413,4.370800441021434,1
2.8749311803480633,-1.4396016331196335,5.7568671892075525,0
-16.860782086769493,0.4325700990161301,5.992938967476532,0
-15.360021845333236,0.13529288106415505,5.04060780430048,0
6.630324892909527,0.17828796174333925,1.142334713648164,0
21.553603974393926,-1.4258584307181696,7.41125620565584,0
11.064721479870133,-1.6231754365801334,4.6299153703586775,0
-15.542158811356776,1.7976671539907108,0.1397532740471482,1
-12.174150683216903,0.2290700977008502,3.1811471104297913,1
5.311640714290735,-1.0375558567985224,4.242934433645227,0
-5.4279651044716335,0.4862032714647454,0.5879073870708972,0
4.7153795901492686,0.31809955834083586,2.6018148873252827,1
13.99111797553158,-0.9992362314379556,4.126355018480299,1
1.2053660318382056,0.6720826958942635,1.3320305711135327,1
-7.677204378761022,-2.185938663804257,3.1013172578384687,0
-3.1693227526107415,-0.385440152553397,9.247748454597906,1
2.7843634763147844,0.17910691581704566,1.3524526347145107,1
9.1703432051527,0.032666396788672704,0.7944150375343059,1
0.1427104891519584,0.10801721572832756,9.304345679546593,1
0.8134197278005142,1.1229206017265247,0.5173495058509423,0
1.6054604167598563,0.3834856180858733,10.177663227727416,0
8.726527531155725,-2.803870964296093,3.281899294876915,0
-4.6209722117624725,-0.4601440953661586,7.7960571655223845,1
17.919812973843612,1.324661364203195,5.395169960417937,1
-6.128651573069567,0.916522502487366,6.978246225206075,0
14.391885573964373,-1.3417130240307336,1.987259765484222,0
3.355489881543046,0.29326203419647395,2.2781745316373105,1
8.158699849460408,-1.2404075182605423,5.2299061824805895,1
-3.2308711533456838,-0.3640935683122587,0.9896311931222952,1
-0.13925436320165074,-1.2794619254016542,4.4119705562937686,1
9.043498331122832,-0.8022880273138674,9.579349916792436,1
-11.972836821848922,-1.4433790632890304,2.0259108815883566,1
13.389438360734735,0.02895392309273095,4.497910659593653,1
3.6650703737640415,0.11471840960248565,8.587113513466546,0
8.223235820890286,-0.5230455311784656,2.8358219159732845,1
-2.918798761004795,3.3121051184348986,4.261245563862897,1
-9.815701232559775,0.3153801407095488,13.116812326639948,1
1.3321581541828171,1.6637899888956291,1.6897266895767131,0
-4.092067297795854,0.09308564857840232,4.229324129713792,0
11.972545992367802,1.2744193163053288,0.6471252582586899,0
15.47373094459978,-1.9044468311947975,1.5973522400424196,0
3.9013256278936064,1.4567961653883863,2.262614749007427,1
6.713351453787401,-0.10678617787842333,8.293559897667546,0
8.265018244147724,-1.6729497003546268,0.930860598178662,0
0.1892767338994428,-0.8084110780301931,2.1908671576942718,0
-0.3966416805597399,-0.6544746394587999,5.8770602381439625,1
9.760462124636971,-1.7905477059340535,1.253185440926595,1
4.3664249587945365,-0.8544814820795628,14.10974592167501,1
1.1103510435213355,1.1800767246642665,3.6070035843735866,1
2.9270856777380874,-0.5573385574151091,7.615489069389341,0
3.2264710333579862,-0.12986399780631594,10.387174192480817,1
-1.0578038411736488,-0.6895634180027234,0.9217112300617432,0
8.635960219822996,2.0203967419027227,5.975650499618411,1
-3.0022930247357436,-0.4525257627549971,3.0208363755728405,0
3.813996456516408,0.6299170299070045,0.9733750943312254,1
3.0151258964364933,0.5707079834581803,3.758718027542717,0
-4.705625851074809,0.5637051672616801,4.531731413442022,0
1.5858108653560017,-1.6658055779755494,1.8765350440076305,0
5.220730766359507,-0.7080223666949548,11.113258348823305,0
-0.5267927448146499,-0.792826528374504,5.6694648052165295,1
3.078853049195116,-0.4992495023794838,0.6764677237644906,0
1.9601828662522416,1.1970643836681076,19.201471862504192,1
2.997572638353525,0.330232247300884,0.564482397891886,1
12.471423531290252,-1.8298819955221548,5.777988300074085,0
-15.595969092184276,-0.5350809063161283,0.9770990914594186,0
4.016364093534493,0.4524687371587438,10.808138490414652,0
3.146058594367229,-0.4877718343896773,4.607389869947436,0
1.6971348140825913,0.26734751766627546,4.571188427381925,0
0.4556981233579571,1.2425817217903201,6.114282547423677,1
4.057520234434103,-0.2182004754454678,1.8926389147168032,1
11.21323584659029,2.563568986727668,5.714787796591383,0
16.582602529388843,3.852570687449695,0.3447673673701182,1
6.6947195224009155,0.07570138338494305,7.422633732040161,0
